id,username,created_at,lng,lat,text
1527220371036033024,LindsellDavid,Thu May 19 09:31:25 +0000 2022,0.5115780000000001,52.2204505,@RedCollectiveUK Yes a billion pounds worth of bullshit
1527220371329626112,3EyedTiger,Thu May 19 09:31:25 +0000 2022,-4.0016169999999995,52.404436,"@ToeTont @sophielouisecc @OrwellsTache Sorry Tony, you're outhttps://t.co/ns7UvPHZxO"
1527220376635334656,AlexArthur1,Thu May 19 09:31:26 +0000 2022,-3.2030085,55.9431955,Cheers champ 😂 I wish I was 41! 😂
1527220378996727810,RebeccaHillRNLD,Thu May 19 09:31:27 +0000 2022,-2.124442,52.493733500000005,Today is my last day at @DudleyGroupNHS!!I have loved this period of my career; supporting our patients who I am g… https://t.co/BmzyUcck5r
1527220380594839552,amypond4ever,Thu May 19 09:31:27 +0000 2022,-4.200441,57.739454,@lozerrs It's all a very exciting time for who  just now with a fresh new style XX🙏❤️❤️🙏🥰
1527220384113770496,TippettMatthew,Thu May 19 09:31:28 +0000 2022,-6.1900865,55.630194,"with the northern Ireland protocol back in the news, having little look back...https://t.co/BXWcxJrXoi"
1527220384831004672,GrahamStretch,Thu May 19 09:31:28 +0000 2022,-0.29742999999999997,51.514752,@PaulSambrooks @simonharrisGL @TheGPhC @Babir1981 @khalidqkhan @NomaPropharmace @Its_Atif Stuck here too https://t.co/Jrpq0UwCjo
1527220392275939334,eumechamoSte,Thu May 19 09:31:30 +0000 2022,-2.018084,53.7434415,@northernassist So why didnt your conductor say that? Utterly shoddy service
1527220392523333632,KerriOlorcain,Thu May 19 09:31:30 +0000 2022,-0.882951,52.238854,"51 &amp; still looking aesthetically pleasing 😍. Ma wee Scottish delight, even met DT in the flesh too at a comic con a… https://t.co/FdcpjeuvTI"
1527220397518856193,dazza7370,Thu May 19 09:31:31 +0000 2022,0.206629,51.4402245,Smashed it!Wordle 334 4/6⬜⬜⬜⬜🟨⬜⬜🟨⬜⬜⬜🟩🟩🟩⬜🟩🟩🟩🟩🟩
1527220398626160640,MattCauchi,Thu May 19 09:31:32 +0000 2022,-2.1540125000000003,53.0193965,"Todays the day guys! Lets make history, Lets leave it all on the pitch, Lets give it everything, Dont give them any… https://t.co/Pe35gTCKEG"
1527220402644307969,xylophilist,Thu May 19 09:31:33 +0000 2022,-4.200441,57.739454,@photostrada @AdamKarnacz @AndewAtkinson I think that’s the biggest problem - typically the phrase “digital art” is… https://t.co/LEr02IyS4U
1527220405437702150,ruddyrutherford,Thu May 19 09:31:33 +0000 2022,-2.2891795000000004,57.155527500000005,@gabiReith @musicdeclares I was speaking to the girls about this very thing.Their look of bewilderment when I expl… https://t.co/LBH28glbwC
1527220409829138433,Moonbootica,Thu May 19 09:31:34 +0000 2022,-1.991199,51.3543025,Hope Scottish wildcat kittens could help save specieshttps://t.co/0DkAhHkiKd
1527220411661967361,UWESport,Thu May 19 09:31:35 +0000 2022,-3.927119,50.997507,"Keep your children busy this half term and summer holidays with Hotshots Holiday Camp 2022! ☀️ To book, follow th… https://t.co/gdV4YC9Gsw"
1527220429412257795,GeekyJossh,Thu May 19 09:31:39 +0000 2022,-2.5933005,53.382608000000005,One of the customers said this. Thanks too @geekretreatwarrington for supplying the pack that this amazing pull cam… https://t.co/6BYYy0ES18
1527220430490284033,elladwx,Thu May 19 09:31:39 +0000 2022,0.3084395,51.6217345,@SamaraAxSapph Omg Oscar has changed his tune now too and hasn’t asked for a baby for a while now 😂😂 it’s just gros… https://t.co/fm3tVsA8YJ
1527220431979159552,UfukLondon,Thu May 19 09:31:40 +0000 2022,-0.216108,51.498387,#Ireland becomes first #EU country to declare #Israel is involved in ‘de facto annexation’. The Irish MPs expressed… https://t.co/JUnsTCwY1L
1527220451579133952,Robbie12387892,Thu May 19 09:31:44 +0000 2022,-0.2527539999999999,51.3854455,@theinfamouskemp But.....you are Not....you LOST.
1527220451805741058,ediz1975,Thu May 19 09:31:44 +0000 2022,-0.102162,51.5879015,Deputy leader of Enfield council informs residents that LTNs increase life expectancy. I asked for evidence of this… https://t.co/Ns9hL0rCEQ
1527220452539654144,Sproza24,Thu May 19 09:31:44 +0000 2022,-2.5208114999999998,53.25884,@Clawmaw 😂😂😂
1527220452141178881,sunitathind,Thu May 19 09:31:44 +0000 2022,-0.8380555,52.796791,@takeabreakmag what a fantastic magazine to work for!So blessed. #Writer #columnist https://t.co/RAguNRzHT0
1527220453949026304,SEND_teacher,Thu May 19 09:31:45 +0000 2022,-1.143496,52.632893,"Great to be back in Leicester, if only for the day."
1527220458076131329,hullcity_pfa,Thu May 19 09:31:46 +0000 2022,-1.2074825,53.9318445,@Thelikesofhull @mikewhitesport I think a proactive group would offer to canvass its members/fans on such a proposa… https://t.co/aYIptlolbI
1527220460315979782,__Creg,Thu May 19 09:31:46 +0000 2022,-2.7751315,54.068005,Nah Ticketmaster just kicked me out of the n-dubs queue 😭
